Postcode;Straatnaam
3960;Swennenstraat
3960;Klein Stukkenstraat
3960;Hansweg
3960;Boogschuttersstraat
3960;Veldekensweg
3960;Veldweg
3960;Millenstraat
3960;Genatteweg
3960;De Houborn
3960;Voortbemdenstraat
3960;Hillenstraat
3960;Dorpstraat
3960;Weegbreestraat
3960;Smaragdstraat
3960;Passtraat
3960;Beerselerdijk
3960;Soezenstraat
3960;Neerstraat
3960;Teelestraat
3960;Opstraat
3960;Groenstraat
3960;Verlorenkoststraat
3960;Processieweg
3960;Meinestraat
3960;Parkdreef
3960;Kanaalkaai
3960;Roodakkerstraat
3960;Woonparkweg
3960;Sint-Jobstraat
3960;Dennenhofstraat
3960;Witte Torenstraat
3960;Veeweidestraat
3960;Soerbeekstraat
3960;Heuvelstraat
3960;Bloemenstraat
3960;Thijsstraat
3960;Steenbergstraat
3960;Renkensweg
3960;Lindehofstraat
3960;Herenstraat
3960;Stift
3960;Luytenstraat
3960;Spilstraat
3960;Velkuilenstraat
3960;Broekstraat
3960;Keyartstraat
3960;Veldstraat
3960;Sint-Michielsstraat
3960;Imkerstraat
3960;Genattestraat
3960;Gerdingerpoort
3960;Zandbergstraat
3960;Wolstraat
3960;Nieuwstadstraat
3960;Korenbloemstraat
3960;Kleine Swennenstraat
3960;Panhovenstraat
3960;Klein Rozenlaan
3960;Merelstraat
3960;Kempstraat
3960;Sint-Jansstraat
3960;Riekskensstraat
3960;Kanaalsteeg
3960;Poststraat
3960;Zijstraat
3960;Niskensstraat
3960;Hoogstraat
3960;Eetseveldstraat
3960;Dekkersstraat
3960;Leeuwerikstraat
3960;Heikantstraat
3960;'t Hasselt
3960;Mussenburgstraat
3960;Dingensstraat
3960;Molenstraat
3960;Hubesheide
3960;Straetemansstraat
3960;Stukkenstraat
3960;Industrieterrein Kanaal-Noord
3960;Bonenstraat
3960;Augustijnenstraat
3960;Boneputterveld
3960;Klaverstraat
3960;Wijshagerstraat
3960;Rode Kruislaan
3960;Kruittorenwal
3970;Antwerpselaan
3970;Kamp Kwartier Lt.Gen.Piron
3970;Ramskapellelaan
3970;Baron Rucquoylaan
3970;Vander Elststraat
3970;Steenstratelaan
3970;Rode Kruisstraat
3970;Graaf van Vlaanderenlaan
3970;Tunnelstraat
3970;Bernheimlaan
3970;Koning Leopold I-laan
3970;Zuidstraat
3970;Vlaanderenlaan
3970;Wielerbaanstraat
3970;Prins Boudewijnlaan
3970;De Wittelaan
3970;Kamp Kwartier Prins Boudewijn
3970;Victor Swertsstraat
3970;Guillaumelaan
3970;Merkemlaan
3970;Sint-Antoniusstraat
3970;Kamp Log.O-Off.Leopold II
3970;Molenstraat
3970;Gaston Oeyenstraat
3970;Visbeddenstraat
3970;Victor Lemmensstraat
3970;Baelenseweg
3970;Brugstraat
3970;Hendrik Theunissenstraat
3970;Kapelstraat
3970;Leonard Meesstraat
3970;Bergstraat
3970;Louis Lecocqstraat
3970;Dwarsstraat
3970;Lommelsesteenweg
3970;Koning Albertlaan
3970;Eenenslaan
3970;Klaproosstraat
3970;Nachtegaalstraat
3970;Noordstraat
3970;Acacialaan
3970;Herman Bijnensstraat
3970;Asbeekstraat
3970;Koning Leopold III laan
3970;Faytlaan
3970;Hechtelsesteenweg
3970;Interneringscentrum
3970;Beverlostraat
3970;Bevrijdingsplein
3970;Kopslaan
3970;Hendrik Consciencestraat
3970;Ooststraat
3970;Eikendreef
3970;Ruiterijkamp
3970;Kortestraat
3970;Akkerstraat
3970;Jozef Jacobsstraat
3970;Koekoeksstraat
3970;Karmellaan
3970;Leonardstraat
3970;Olmenweg
3970;Krokussenstraat
3970;Olmendijk
3970;Onafhankelijkheidsstraat
3970;Caimolaan
3970;Couwenberghstraat
3970;Antwerpsesteenweg
3970;Generaal de Krahestraat
3970;Koningin Astridplein
3970;Berkenlaan
3970;Diestersteenweg
3970;Ijzerlei
3970;Kleine Zavelheide
3970;Sint-Amandinastraat
3970;Sparrenstraat
3970;Verbindingstraat
3970;Schoolstraat
3970;Stationsstraat
3970;Priester Poppelaan
3970;Naamselaan
3970;Gravin van Vlaanderenlaan
3970;Kamp Kwartier Leopold I
3970;Veldstraat
3970;Kamp Kw.Wouters
3970;Weststraat
3970;Stadenberglaan
3970;Rozenstraat
3970;Koningin Elisabethlaan
3970;Tulpenstraat
3970;Chapelielaan
3970;Chazallaan-Kamp
3970;Kamp Kw.Kpt.Cdt.SBH Van Dooren
3970;Kamp Kw.Gen.Maj.Librecht
3970;Kamp Beverlo
3970;Leoniastraat
3970;Walhemstraat
3970;Kamp Log.BV Baron Rucquoylaan
3970;Passendalelaan
3970;Jozef Voldersstraat
3970;Koning Albertlaan
3970;Vuurkruisenstraat
3970;Koningin Maria-Henriettelaan
3970;Burkelstraat
3970;Koning Albert I-plein
3970;Englebert Adanglaan
3970;Martelarenstraat
3970;Generaal Lemanstraat
3970;Toekomststraat
3970;Roy de Blicquylaan
3970;5e Regiment Lansierslaan
3970;Weidestraat
3970;Koninklijk Park
3970;Kamp
3970;Virginia Tummersstraat
3970;Kamp Log.Off.Chazallaan
3970;Vaartstraat
3970;Tramstraat
3970;Kamp Kazerne Antwerpen
3970;Kamp Ijzerkazerne
3970;De Bruynlaan
3970;Seringenstraat
3970;Delannoylaan
3970;Pater Asteerstraat
3970;Koning Leopold II-laan
3970;Michellaan
3970;Kastanjedreef
3970;Boterbloemstraat
3970;Hortensiastraat
3970;Kanaalstraat
3970;Beekstraat
3970;Fortstraat
3970;Campaniëstraat
3970;Dopheide
3970;Lindenstraat
3970;Romain Defeuterstraat
3970;Carabinierslaan
3970;Georges Lemmensstraat
3970;Goirislaan
3970;Kerkhofstraat
3970;Henri Van Gompelstraat
3970;Kerkhovenweg
3970;Adjudant De Keyserstraat
3970;Koningsstraat
3970;Heppenstraat
3970;Geleegstraat
3970;Koningin Louisa-Marialaan
3970;Koningin Louisa-Marialaan
3970;Boskantstraat
3970;Lt.Cormeaulaan
3970;Lidostraat
3970;Nicolaylaan
3970;Aan 't Kanaal
3970;Heuvelstraat
3970;Asdonckstraat
3970;Guido Gezellestraat
3970;Fernand Van Baelstraat
3970;Jacoletstraat
3970;Corspelsestraat
3970;Ieperenlaan
3970;Brigade Pironlaan
3970;Koloniestraat
3970;Atheneumstraat
3970;Bremstraat
3970;Korenbloemstraat
3970;Eloi Hellenboschstraat
3970;Kolonel Van Heesbekestraat
3970;Malakofflaan
3970;Emiel Verhaerenstraat
3970;Kolibriestraat
3970;Maarschalk Fochstraat
3970;Marcel Torfsstraat
3970;Hospitaalstraat
3970;Anjerstraat
3970;Capucienenstraat
3970;Kamp Kwartier Moorslede
3971;Korte weg
3971;Beringsesteenweg
3971;Grensstraat
3971;Meerhoef
3971;Pastoor Aertsstraat
3971;Vennestraat
3971;Ensorlaan
3971;Kruisstraat
3971;Zwarte Spechtstraat
3971;Leonard Geukensstraat
3971;Bivakstraat
3971;Permekelaan
3971;Kanaalstraat
3971;Laarstraat
3971;Oudstrijdersstraat
3971;Olmenweg
3971;Huylstraat
3971;Venberg
3971;Markt
3971;Vloosstraat
3971;Middenlaan
3971;Leukenstraat
3971;Molenbergstraat
3971;Jesperslaan
3971;Spoorwegstraat
3971;De Hengstbergen
3971;Acacialaan
3971;Kampensweg
3971;De Uitpalingen
3971;Leo Jansenplein
3971;Hoekstraat
3971;Driesstraat
3971;Voetsveldweg
3971;Leopoldsburgsesteenweg
3971;Breughellaan
3971;Hamsesteenweg
3971;Op 't Zand
3971;Engenstraat
3971;Oosterven
3971;Immertstraat
3971;Asdonckstraat
3971;Binnenveld
3971;Kerkestraat
3971;Rembrandtlaan
3971;Pater Clement Lemmensstraat
3971;Heidestraat
3971;Zavelstraat
3971;De Oude Hoeven
3971;Frankendijk
3971;Kabienstraat
3971;Burgemeester Hendrickxstraat
3971;Dennenstraat
3971;Bosstraat
3971;Rubenslaan
3971;Delvauxlaan
3971;Eindestraat
3971;Craenenhoefweg
3971;Dorpsstraat
3971;Nieuwstraat
3971;Weierstraat
3971;Lindenstraat
3971;Tunnelstraat
3971;Grootdonckstraat
3971;Jean Lenaersstraat
3971;Atheneumstraat
3971;Kroonstraat
3971;Heikapperstraat
3971;De Scheurhoeven
3971;Groenstraat
3971;van Dijcklaan
3971;De Scheuten
3980;Gerhagenstraat
3980;Lichtveld
3980;Waterbroek
3980;Gerhees
3980;Steenovenstraat
3980;Dennenhof
3980;Kromme Hoorn
3980;Industriepark
3980;Terploeg
3980;Boshuis
3980;Plodderstraat
3980;Markt
3980;Diestersteenweg
3980;Laar
3980;Stationsstraat
3980;Vijver
3980;Hazepad
3980;Hulsterstraat
3980;Vroentestraat
3980;Het Solveld
3980;Wijerstraat
3980;Hemelrijk
3980;Heidestraat
3980;Streekbossenstraat
3980;Zavelberg
3980;Schoterweg
3980;Genenbosstraat
3980;Termaden
3980;Jagersweg
3980;Kruisstraat
3980;Gettendonk
3980;Transportstraat
3980;Paalsteenweg
3980;St. Barbarastraat
3980;Hofstraat
3980;Belledreef
3980;Konijnepad
3980;St. Barbarastraat
3980;Baalbergstraat
3980;Havenlaan
3980;Engsbergseweg
3980;Achterheidestraat
3980;Reydt
3980;Broekstraat
3980;Stemberg
3980;Winkeldonkstraat
3980;Fonteinstraat
3980;Snelwegstraat
3980;Eekhoornpad
3980;Binnenhof
3980;Baalmolenstraat
3980;Begijnenwinning
3980;Beekstraat
3980;Schans
3980;Terlaak
3980;Schoorstraat
3980;Solveld
3980;Heuvelheemstraat
3980;Hommelbeek
3980;Gettendonkstraat
3980;Eikelplein
3980;Laarbossenstraat
3980;Klonkaartstraat
3980;Maaivenstraat
3980;Everslag
3980;Vismarkt
3980;Zandstraat
3980;Prinsenbos
3980;Heiveld
3980;Schutpenning
3980;Terbeemden
3980;Vlietstraat
3980;Ambachtsstraat
3980;Zillekesstraat
3980;Heggebossenweg
3980;Putstraat
3980;Fabrieksstraat
3980;Liebroek
3980;Schoterweg
3980;de Rijt
3980;Averbodeheide
3980;Lodewijk Oomslaan
3980;Groenstraat
3980;Hofstraat
3980;Tusvoort
3980;Turnhoutsebaan
3980;Oosterbergen
3980;Waterstraat
3980;Egelpad
3980;Eggers
3980;Turnhoutsebaan
3980;Baal
3980;Essenschotstraat
3980;Wolbergenstraat
3980;Hasseltseweg
3980;Varode
3980;Rodeheide
3980;Rodenberg
3980;Rooierbeemden
3980;Weggevoerdenstraat
3980;Kraaienweg
3980;Molenhuizen
3980;Spekestraat
3980;Kleine Molenstraat
3980;Schoonhees
3980;Vijver
3980;Goor
3980;St.-Jozefsplein
3980;Boekdonkstraat
3980;Diesterstraat
3980;Russelenberg
3980;Kolmen
3980;Wetsberg
3980;Kolmen
3980;Schans
3980;H. Hartlaan
3980;Ulfheide
3980;Torenveld
3980;Schootsteenweg
3980;Kerkstraat
3980;Turfstraat
3980;Collegestraat
3980;Gerhagenstraat
3980;Ravenshoutstraat
3980;Schoterheide
3980;Heuvelken
3980;Kapelstraat
3980;Hulststeenweg
3980;Aardstraat
3980;Hertepad
3980;Mispad
3980;Achterheide
3980;Smisstraat
3980;Vossepad
3980;Statiestraat
3980;Engelendries
3980;Windmolen
3980;Sparrenweg
3980;Engsbergssteenweg
3980;de Vlugt
3980;Hulsterweg
3980;Hulsterweg
3980;Marterpad
3980;Paddenhoek
3980;Hulststraat
3980;Paalseweg
3980;Ravenshout
3980;Lindenstraat
3980;Schrikhoek
3980;Vlugt
3980;Warande
3980;Molenhoeven
3980;Steendriesen
3980;Wouwerstraat
3980;Potmolenstraat
3980;Sparrenweg
3980;Deurnestraat
3980;Spoorwegstraat
3980;Industrieweg
3980;de Reydt
3980;Portiersveld
3980;Kanaalsteenweg
3980;Processieweg
3980;Vlassen
3980;Schoorstraat
3980;Hemelrijk
3980;Geelsebaan
3980;Albertkade
3980;Asdonkstraat
3980;Industrieweg
3980;Vorsterweg
3980;Eersels
3980;Neerstraat
3980;Klokkeveld
3980;Molenstraat
3980;Diesterstraat
3980;Tusstraat
3980;Houterenberg
3980;Wezelpad
3980;Groenpoort
3980;Biesdelle
3980;Groenpoort
3980;Sportlaan
3980;Tushoekstraat
3980;Hooiman
3980;Rijt
3980;Kanaalweg
3980;Veldstraat
3980;Lapseheide
3980;Baan
3980;Gerhagenstraat
3990;Bovenmeel
3990;Kerkpad
3990;Kattestraatje
3990;Klein Padveld
3990;Boekweitveld
3990;Bosbeemdstraat
3990;Kloosterstraat
3990;Rustoordlaan
3990;Burgemeester Voetslaan
3990;Kenensdijk
3990;Deusterstraat
3990;Knaapstraat
3990;Helchterensedijk
3990;Noordweg
3990;Nieuwdorp
3990;Waubergerdijk
3990;Kerklaan
3990;Spinnerijstraat
3990;Bollisstraat
3990;Kleine Kapelstraat
3990;Oostweg
3990;Nachtegaalstraat
3990;Scherpe-Steenstraat
3990;Ruitersbaan
3990;Meidoornstraat
3990;Gijzenstraat
3990;Kaulillerweg
3990;Torenstraat
3990;Cremerdijk
3990;Armand Preud'hommeplein
3990;Noordervest
3990;Zuiderstraat
3990;Mortelkensstraat
3990;Achelmansstraat
3990;Kerkveld
3990;Lijsterbessenlaan
3990;Blekerijsteeg
3990;Croxdijk
3990;Burgemeester Esserslaan
3990;Merelstraat
3990;Steenweg Wijchmaal
3990;Vrankenstraat
3990;Ellikommerdijk
3990;Bosschel
3990;Kleine Dijk
3990;Pieter Breugellaan
3990;Binnenhofweg
3990;Hennepstraat
3990;Vrenenweg
3990;Hoevestraat
3990;Kluisstraat
3990;Lookstraat
3990;Smeetshofweg
3990;Collegelaan
3990;Muntstraat
3990;Azalealaan
3990;Evitstraat
3990;Vinkstraat
3990;Gehucht
3990;Kazerne
3990;Meeuwerbaan
3990;Groenewoudstraat
3990;Schansstraat
3990;Nijsenhof
3990;Waardhofweg
3990;Kastanjestraat
3990;Bomerstraat
3990;Panhovenstraat
3990;Mulderhof
3990;Pelterweg
3990;Windmolenstraat
3990;De Bogaerd
3990;J.H. Leynenstraat
3990;Cromsstraat
3990;Maria Vanloonstraat
3990;Weverstraat
3990;Vredestraat
3990;Elsevaart
3990;Kustersstraat
3990;Nijverheidsstraat
3990;Paardskerkhof
3990;Zuidervest
3990;Middendijk
3990;Peerderstraat
3990;Gagelstraat
3990;Hulststraat
3990;Acacialaan
3990;Wilgenstraat
3990;Saliestraat
3990;Hazelaarstraat
3990;Dokter Vanderdonckstraat
3990;Populierenstraat
3990;Kiezel Kleine Brogel
3990;Vliegveldlaan
3990;Zandstraat
3990;Apotheker Hendrixstraat
3990;Kloosterbosstraat
3990;Ruitersbaan
3990;Heufkensstraat
3990;Urnestraat
3990;Langegrachtweg
3990;Vlasrootweg
3990;Monnisveld
3990;Sint Hubertusstraat
3990;Op de Kippen
3990;Rietstraat
3990;Hovenhofweg
3990;Zavelstraat
3990;Kraaikenshofweg
3990;Barreelstraat
3990;Kersenlaan
3990;Heggenstraat
3990;Hoppestraat
3990;Sint Jozefswijk
3990;Kleine Heuvelstraat
3990;Broekstraat
3990;Industrieweg
3990;Leukenstraat
3990;Seringenlaan
3990;Oude Weyerstraat
3990;Pottenbakkersstraat
3990;Hasseltstraat
3990;Erfkensstraat
3990;Kruisakkerweg
3990;Stevenstraat
3990;Bovenstestraat
3990;Kleine Achterstraat
3990;Poortveld
3990;Steenweg Linde
3990;Overes
3990;Kleine Dorpsstraat
3990;Achterstraat
3990;Kleine Hoevestraat
3990;Beukenbosstraat
3990;Roshaagstraat
3990;Baan naar Bree
3990;Ganzenwijer
3990;Rode Kruisstraat
3990;Rozenlaan
3990;Tijmstraat
3990;Kruiskesweg
3990;Tichelovenstraat
3990;Driekoningenplein
3990;Walewijndijk
3990;Coenenhofweg
3990;Pastorijstraat
3990;Albertus Morrenstraat
3990;Vrijheidslaan
3990;Pastoor Lootspleintje
3990;Spoorwegstraat
3990;Kleine Bokterstraat
3990;Monsveld
3990;Bokterstraat
3990;Burkel
3990;Markt
3990;Schommelstraat
3990;Laarderweg
3990;Eggebekstraat
3990;Heuvelstraat
3990;Geitelingstraat
3990;Sint Jobstraat
3990;Braamsnijdersstraat
3990;Ooievaarsneststraat
3990;Hoogveld
3990;Monsheide
3990;Volriestraat
3990;Telenstraat
3990;Oude Hoevestraat
3990;Bergskenstraat
3990;Herisstraat
3990;Burgemeester Schrijversstraat
3990;Panhovenstraat
3990;Waardheidestraat
3990;Hoenrikstraat
3990;Groenstraat
3990;Lobroekstraat
3990;Tielensweg
3990;Herenwijerstraat
3990;Kloosterveld
3990;Sellestraat
3990;Wittertstraat
3990;Steenbergstraat
3990;Leyssenhofweg
3990;Sint-Antoniusstraat
3990;Dommellaan
3990;Rijtenweg
3990;Baan naar Helchteren
3990;Hogedries
3990;Boshoeve
3990;Kruisdijk
3990;Kraanberg
3990;Zonnebloemlaan
3990;Lindeveld
3990;Heekskestraat
3990;Broekkantstraat
3990;Reppelerweg
3990;Houtestraat
3990;Molhemstraat
3990;Lindebosstraat
3990;Beckershofweg
3990;Elvenweg
3990;Sint Elisabethlaan
3990;Harmonieplein
3990;Ketelbutersstraat
3990;Kiezel Kleine Brogel
3990;Dieweg
3990;Straatveld
3990;Erpekommerweg
3990;Kapellekestraat
3990;Lijsterstraat
3990;O.L. Vrouwlaan
3990;Ekselsebaan
3990;Schoolstraat
3990;Bocholterweg
3990;Hoogstraat
3990;Kerkstraat
3990;Grotstraat
3990;Teutenlaan
3990;Mgr. Broekxstraat
3990;Brouwershof
3990;Kruisstraat
3990;Maarlosedijk
3990;Sparrenstraat
3990;Bosstraat
3990;Deusterstraat
3990;Kievitshoek
3990;Tettelstraat
3990;Vlierbesstraat
3990;Diestersedijk
3990;Heihuiskens
3990;Kortestraat
3990;Bovenlinde
3990;Hoogeng
3990;Maastrichterdijk
3990;Weyerstraat
3990;Padveld
3990;Peerderbaan
3990;Donkshofweg
3990;Driehoevenstraat
3990;Overweglaan
3990;Sint Trudostraat
3990;Oudestraat
3990;Wittesteenstraat
3990;Hazeveld
3990;Lillerbaan
3990;Bremstraat
3990;Erperheidestraat
3990;Zandhofsveld
3990;Molenstraat
3990;Suikerberg
3990;Lindedorp
3990;Heidestraat
3990;Aardstraat
3990;Bedrijfsstraat
3990;Dijkerstraat
3990;Ambachtslaan
3990;Drossaardplein
3990;Pater Schuermansstraat
3990;Laarderheidestraat
3990;Kloosterpoort
3990;Meeuwerbaan
3990;Drieskenshofweg
3990;Stationsstraat
3990;Brigittaplein
3990;Anjerlaan
3990;Herestraat
3990;Nieuwstraat
3990;Martensstraat
3990;Toekomststraat
3990;Vaeshofweg
3990;Leemstraat
3990;Baan naar Bree
3990;Schuttersstraat
3990;Achtzalighedenstraat
3990;Kapelstraat
3990;Valkstraat
3990;Burgemeester Dupontplein
3990;Kerkpoortstraat
3990;Kwikstraat
3990;Ondermeel
3990;Dennenstraat
3990;Halmstraat
3990;Overes
3990;Waubergstraat
3990;Dorpsstraat
3990;Kleine Ambachtslaan
3990;Molenberg
3990;Mgr. Morisstraat
3990;Eilandsweg
3990;Blijlever
3990;Steenovenstraat
3990;Korianderstraat
3990;Eikenbosstraat
3990;Goudbergstraat
3990;Sportlaan
3990;Mariahof
3990;Steenakkerstraat
3990;Voortstraat
3990;Kerrestraat
3990;Fissebosstraat
3990;Monsstraat
3990;Grote Hoefstraat
3990;Venkelstraat
3990;Kuilkensweg
8000;Blauwe-Torenstraat
8000;Karel Ledeganckstraat
8000;Fortstraat
8000;Cornelis Everaartstraat
8000;Langestraat
8000;Simon Stevinplein
8000;Spinolarei
8000;Buiten Smedenvest
8000;Kanunnik Duclosstraat
8000;Rodepoortstraat
8000;Peerdenstraat
8000;Zilverstraat
8000;Nikolaas Gombertstraat
8000;Jan Lernoutstraat
8000;Zilverpand
8000;Gentpoortvest
8000;Gouden-Handstraat
8000;Kleine Heilige-Geeststraat
8000;Kruitenbergstraat
8000;Oranjeboomstraat
8000;Wulfhagestraat
8000;Karel de Floustraat
8000;Britse Kaai
8000;Sint-Jozefsstraat
8000;Kopstraat
8000;Meestraat
8000;Muntpoort
8000;Park
8000;Steenstraat
8000;Vuldersstraat
8000;Vuldersreitje
8000;Steenkaai
8000;Zwaluwenstraat
8000;Jacob van Maerlantstraat
8000;Vier-Heemskinderenstraat
8000;Kantwerkstersplein
8000;Arsenaalstraat
8000;Van Voldenstraat
8000;Laconiastraat
8000;Tornooistraat
8000;Distelvinkstraat
8000;Garenmarkt
8000;Guido Gezellelaan
8000;Kazernevest
8000;Minderbroedersstraat
8000;Scheurestraat
8000;Buiten de Smedenpoort
8000;Elf-Julistraat
8000;Kemelstraat
8000;Paalstraat
8000;Prinsenhof
8000;Sint-Gilliskoorstraat
8000;Zeveneke
8000;Sint-Hubrechtsmolenstraat
8000;Potagierstraat
8000;Spastraat
8000;Hauwerstraat
8000;Sint-Jorisstraat
8000;Wapenmakersstraat
8000;Karel Mestdaghstraat
8000;Sint-Paulusstraat
8000;Tempelhof
8000;Viaductstraat
8000;Blauwe Poort
8000;Brandstraat
8000;Eekhoutpoort
8000;Engelstraat
8000;Hoornstraat
8000;Leffingestraat
8000;Naaldenstraat
8000;Sint-Annarei
8000;Stoelstraat
8000;Achiel Van Ackerplein
8000;Duivenslagstraat
8000;Molengeleed
8000;Boudewijn Ravestraat
8000;Leestenburg
8000;Middelburgstraat
8000;Rijkepijndersstraat
8000;Kleine Monnikenwerve
8000;Mezenstraat
8000;Hendrik Consciencelaan
8000;Kalkovenstraat
8000;Kegelschoolstraat
8000;Pottenmakersstraat
8000;Speelmansstraat
8000;Stokersstraat
8000;Sint-Brunostraat
8000;Oostendse Steenweg
8000;Speistraat
8000;Bevrijdingslaan
8000;Krommestraat
8000;Peterseliestraat
8000;Roompotstraat
8000;Houthulststraat
8000;Dudzeelse Steenweg
8000;August Vermeylenstraat
8000;Waggelwaterstraat
8000;Boomgaardstraat
8000;Gloribusstraat
8000;Hallestraat
8000;Korte Riddersstraat
8000;Stationsplein
8000;Verbrand Nieuwland
8000;Westmeers
8000;Zonnekemeers
8000;Sentillenhof
8000;James Wealestraat
8000;Biekorfstraat
8000;Joe Englishstraat
8000;Kapelstuk
8000;Koetelwijk
8000;Begijnenvest
8000;Jakob van Ooststraat
8000;Markt
8000;Raamstraat
8000;Schrijversstraat
8000;Torenbrug
8000;Handboogstraat
8000;Pleinstraat
8000;Blauwhuisstraat
8000;Antoinette Grosséstraat
8000;Boudewijn Ostenstraat
8000;Coupure
8000;Goezeputstraat
8000;Gotje
8000;Heilige-Geeststraat
8000;Leemputstraat
8000;Sint-Maartensplein
8000;Zevensterrestraat
8000;Blankenbergse Dijk
8000;Peraltastraat
8000;Fortbekeweg
8000;Driebrouwersstraat
8000;Boninvest
8000;Diksmuidestraat
8000;Giststraat
8000;IJzerstraat
8000;Jakobinessenstraat
8000;Cordoeaniersstraat
8000;Fonteinstraat
8000;Molenmeers
8000;Oosterlingenplein
8000;Adriaan Willaertstraat
8000;Keersstraat
8000;Braambergstraat
8000;Helmstraat
8000;Korte Raamstraat
8000;Pandreitje
8000;Schuttersstraat
8000;Sint-Walburgastraat
8000;Willem de Dekenstraat
8000;'s-Gravenhof
8000;Lodewijk Gilliodtsplein
8000;Leopold II-laan
8000;Landjuwelenstraat
8000;Vorkstraat
8000;Augustijnenrei
8000;Beursplein
8000;Collaert Mansionstraat
8000;Hemelrijk
8000;Calvariebergstraat
8000;Potterierei
8000;Sint-Jakobsstraat
8000;'t Zand
8000;Albrecht Rodenbachstraat
8000;Koningin Astridpark
8000;Nieuwstraat
8000;Burg
8000;Groenerei
8000;Groeninge
8000;Lobbrechtstraat
8000;Huidenvettersplein
8000;Kleine Hoefijzerstraat
8000;Rode-Haanstraat
8000;Sint-Amandsstraat
8000;Veemarktstraat
8000;Krakeleweg
8000;Korendragersstraat
8000;Rozenpad
8000;Blinde-Ezelstraat
8000;Geernaartstraat
8000;Mortierstraat
8000;Pijpersstraat
8000;Walweinstraat
8000;Wijngaardstraat
8000;Hazelaarsstraat
8000;Zwanestuk
8000;Biskajersplein
8000;Gentpoortstraat
8000;Hoogste van Brugge
8000;Esdoornstraat
8000;Sint-Pietersstatiedreef
8000;Pauverleutestraat
8000;Baron Ruzettepark
8000;Langerei
8000;Moerkerkestraat
8000;Rodestraat
8000;Klippestraat
8000;Schoffelstraat
8000;Bakkersstraat
8000;Korte Blekersstraat
8000;Rozenhoedkaai
8000;Wijngaardplein
8000;Wollestraat
8000;Meidoornstraat
8000;Kasteelgeleed
8000;Gouden-Boomstraat
8000;Eiland
8000;Koning Albert I-laan
8000;Kraanrei
8000;Mallebergplaats
8000;Niklaas Desparsstraat
8000;Sint-Gilliskerkstraat
8000;Sulferbergstraat
8000;Vlamingdam
8000;Woensdagmarkt
8000;Eriestraat
8000;Sint-Pietersplein
8000;Oude-Zwinstraat
8000;Biddersstraat
8000;Buiten Boeverievest
8000;Gruuthusestraat
8000;Hoefijzerlaan
8000;Julius en Maurits Sabbestraat
8000;Koningstraat
8000;Krom Genthof
8000;Nieuwe Gentweg
8000;Professor Dr. J. Sebrechtsstraat
8000;Drukkersstraat
8000;Over de Vaartbeek
8000;Oude Burg
8000;Papegaaistraat
8000;Pieter Pourbusstraat
8000;Sint-Pieterskerklaan
8000;Baron Joseph Ryelandtstraat
8000;Leopold I-laan
8000;Damse Wegel
8000;Marguerite Yourcenarstraat
8000;Bilkske
8000;Buiten Katelijnevest
8000;Genthof
8000;Kelkstraat
8000;Maagdendal
8000;Vrijdagmarkt
8000;'t Zweerd
8000;Zuienkerkestraat
8000;Blekersstraat
8000;Joost de Damhouderstraat
8000;Kipstraat
8000;Oude Zomerstraat
8000;Ossenstraat
8000;Kleine Moerstraat
8000;Ezelpoort
8000;Noordreiestraat
8000;Lodewijk Coiseaukaai
8000;Merelstraat
8000;Sarepta
8000;Spaanse loskaai
8000;Monnikenwerve
8000;Graaf de Mûelenaerelaan
8000;Ten Bergeweg
8000;Hoogstraat
8000;Kersenboomstraat
8000;Predikherenstraat
8000;Schouwvegersstraat
8000;Stoofstraat
8000;Zandwege
8000;Lauwerstraat
8000;Fosterpark
8000;Tijl Uilenspiegelstraat
8000;Gieterijstraat
8000;Grauwwerkersstraat
8000;Lane
8000;Sint-Salvatorskerkhof
8000;Beekweg
8000;Sint-Pietersgroenestraat
8000;Papenweg
8000;Greinschuurstraat
8000;Hooistraat
8000;Oude Gentweg
8000;Visspaanstraat
8000;Zwarteleertouwersstraat
8000;Lodewijk de Raetstraat
8000;Priester Fonteynestraat
8000;Gerard Davidstraat
8000;Arendstraat
8000;Duivenplein
8000;Torentje
8000;Zilverpand
8000;Artoisstraat
8000;Geerolfstraat
8000;Groenestraat
8000;Sint-Gillisdorpstraat
8000;Smedenstraat
8000;Bloedput
8000;Sint-Pietersstraat
8000;Korte Zilverstraat
8000;Kuipersstraat
8000;Berkenpad
8000;Karel de Stoutelaan
8000;Vieringstraat
8000;Lobbrechtstraat
8000;Annuntiatenstraat
8000;Eekhoutstraat
8000;Palmstraat
8000;Willemstraat
8000;'t Pand
8000;Ganzenpad
8000;Hemelbeekstraat
8000;Gebroeders Marreytstraat
8000;Schaarstraat
8000;Korte Lane
8000;Beeldenmakersstraat
8000;Palingstraat
8000;Keizer Karelstraat
8000;Koningin Elisabethlaan
8000;Karel Serweytensstraat
8000;Fort Lapin
8000;Unescorotonde
8000;Diamantslijpersstraat
8000;Paul de Halleuxstraat
8000;Kanunnik Van Hoonackerstraat
8000;Sikkelstraat
8000;Sluisstraat
8000;Emile en Dora Rommelaerestraat
8000;Kammakersstraat
8000;Kortewinkel
8000;Stijn Streuvelsstraat
8000;Lege Moerstraat
8000;Luikstraat
8000;Spanjaardstraat
8000;Sint-Pieterszuidstraat
8000;Kolenkaai
8000;Warmoezeniersstraat
8000;Hugo Verrieststraat
